controller,rmse_x,rmse_y,rmse_z,rmse_3d,iae_x,iae_y,iae_z,iae_3d,ise_x,ise_y,ise_z,ise_3d,max_error_x,max_error_y,max_error_z,max_error_3d,mae_x,mae_y,mae_z,mae_3d,percent_settled,time_to_settle,duration
PID+Fuzzy,0.04684884893367932,0.08929326264783072,0.9696139365181351,0.9748432116452879,1.144724556504842,2.6561313600670537,55.95907813051633,56.30835745953772,0.12971409096664038,0.47124388271588047,55.55599099607828,56.1569489697608,0.2462701248719749,0.3023593987173137,1.299166666666661,1.299186284147842,0.019375984839833698,0.04493951888832545,0.9469749012972307,0.9528846206564217,0.0,,59.931506069
PD,0.3102297330033301,0.16074221278068243,3.952173482184585,3.9675881564865043,16.37683287097677,7.958091432416782,229.68613379657273,230.59153142245026,5.600900268245295,1.5036873138606688,909.0419419221269,916.1465295042328,0.3885648086599099,0.3066032722723579,4.299166666666669,4.3197112007552585,0.281402720712527,0.13674325447072458,3.946598360201335,3.962156117868596,0.0,,59.920168362
PID,0.04740207635380271,0.09580494360163817,6.950160440193217,6.950982354206342,1.2650581964852674,3.199899024884794,409.8696378564829,409.9183579880903,0.13259239034060055,0.5415129519945951,2849.940978825818,2850.615084168153,0.246294017240694,0.3016564763416092,7.299166666666665,7.299220059278984,0.02143812340319519,0.054231689680229435,6.947036872162179,6.947862636641561,0.0,,59.915876223
