controller,rmse_x,rmse_y,rmse_z,rmse_3d,iae_x,iae_y,iae_z,iae_3d,ise_x,ise_y,ise_z,ise_3d,max_error_x,max_error_y,max_error_z,max_error_3d,mae_x,mae_y,mae_z,mae_3d,percent_settled,time_to_settle,duration
PID+Fuzzy,0.013977509615573976,0.16126929036237211,0.93856314383202,0.9524200385065833,0.08357325663684183,0.8152449962617474,6.47028442377621,6.564609152376523,0.001344775678926789,0.17948408131625723,6.078654534901813,6.259483391896997,0.0303810752650921,0.2982905246925967,0.9991666666666608,1.0044513697961122,0.012121465767155504,0.11813642329448788,0.9376690821256585,0.951337546570845,0.0,,6.906523476
PD,0.3582791071405735,0.20897770468692867,3.9380897149976013,3.959871993264372,2.1822955342761494,1.1924018467883344,24.01322541041676,24.146193329480475,0.7826945526924987,0.2662913092847927,94.57279497851862,95.62178084049592,0.3881370446296373,0.2903853876121136,3.999166666666656,4.020498604237509,0.35788746399859406,0.1955669336282703,3.9378551912568462,3.9596624205776076,0.0,,6.85460707
PID,0.030165396482981523,0.19104222292770148,6.936296982635708,6.938992932220595,0.17026415590171257,1.084692138542189,47.869537117806225,47.888133268441244,0.006277028312755665,0.2518847161368801,332.04260478976875,332.3007665342184,0.0545754246589673,0.337996772722795,6.999166666666653,6.999308269669826,0.02467886559689544,0.15718023185129065,6.936171497584598,6.938866040217773,0.0,,6.93312587
