timestamp,elapsed_time,phase,error_x,error_y,error_z,error_magnitude,rmse_x,rmse_y,rmse_z,rmse_total,iae_x,iae_y,itae_x,itae_y,settling_time,is_settled,max_overshoot_x,max_overshoot_y
1762439236.4625301,0.945628596,1,0.0026670277688864985,-0.006639419042183459,-0.705833333328789,0.7058695979856102,0.002715901833727781,0.007856324326661626,0.7058333333284955,0.7058822794151381,0.00010650567246167422,0.000284573176021083,0.0,0.0,0.0,0,0.0,0.0
1762439236.562373,1.045475079,1,0.00282425738174652,-0.00506358259913231,-0.7074999999967012,0.7075237566992566,0.00403455222905111,0.00665585142084607,0.7074999999963075,0.7075428099872123,0.00043069718598481366,0.0008078712363789248,2.5291241685963688e-05,5.207360006047628e-05,0.1,0,0.0,0.0
1762439236.6628215,1.145875921,1,0.0022798703185724634,-0.003844917049182328,-0.7091666666644935,0.7091807543241803,0.004374079124501263,0.005394615848526868,0.7091666666641336,0.7092006736854238,0.00039025479734539737,0.0006317966443842359,1.9799722163442193e-05,3.9735224531964166e-05,0.1,0,0.0,0.0
1762439236.7635124,1.246531182,1,0.0007340852034065648,-0.002986143801543051,-0.710833333332074,0.7108399846040435,0.004628804372523802,0.0042869863796335395,0.7108333333318165,0.7108613309624878,0.0001861413451365195,0.0001715908149563488,0.0,0.0,0.0,0,0.0,0.0
1762439236.863353,1.346357676,1,0.00043410647500685684,-0.0018086676318755934,-0.7124999999995189,0.7125024278740028,0.005563097454342542,0.003316763176805987,0.7124999999992965,0.7125294372657561,0.0002380369854769918,0.00014419526106342675,0.0,0.0,0.0,0,0.0,0.0
1762439236.9632287,1.446240118,1,-1.8030611123265317e-05,-0.0007298937898081448,-0.7141666666667442,0.7141670398778817,0.005990448707432978,0.0022653145722272825,0.7141666666665855,0.7141953828634635,0.0002573980068692644,9.901530141246885e-05,0.0,0.0,0.0,0,0.0,0.0
1762439237.063309,1.546305075,1,-8.925407006721287e-05,0.0003462085540490989,-0.7158333333337862,0.7158334226189856,0.006054090476396644,0.0012829270550556797,0.7158333333336864,0.7158600834136106,0.00026045016091496187,5.496274954884716e-05,0.0,0.0,0.0,0,0.0,0.0
1762439237.1631925,1.646210272,1,-0.0002448283208646984,0.001246418013063355,-0.7175000000006593,0.717501124389165,0.006144711394201514,0.0007624543798974644,0.7175000000006089,0.7175267164473202,0.0002649563728834661,3.301122018208381e-05,0.0,0.0,0.0,0,0.0,0.0
1762439237.263797,1.746592733,1,-0.00046873727096397033,0.0020061870330287945,-0.7191666666673996,0.7191696176470049,0.006327329844764957,0.0010594214001599937,0.7191666666673869,0.7191952807980236,0.00027355225693980156,3.2174404092890186e-05,0.0,0.0,0.0,0,0.0,0.0
1762439237.364138,1.847134576,1,-0.0023458629390606944,0.0022497320257830467,-0.7208333333340492,0.7208406611815077,0.007088159336582789,0.001379350690751511,0.7208333333340597,0.7208695020990973,0.00027638644177070584,3.554667826903168e-05,0.0,0.0,0.0,0,0.0,0.0
