controller,rmse_x,rmse_y,rmse_z,rmse_3d,iae_x,iae_y,iae_z,iae_3d,ise_x,ise_y,ise_z,ise_3d,max_error_x,max_error_y,max_error_z,max_error_3d,mae_x,mae_y,mae_z,mae_3d,percent_settled,time_to_settle,duration
PID+Fuzzy,0.04771312240969891,0.09123739843372222,0.9685955975956652,0.9740524814427302,1.3765190410173678,2.733342252034772,55.98114531115286,56.34876576730815,0.13473787444862076,0.49283105795231896,55.52858665334706,56.156155585748,0.2473480781385042,0.3099003434692382,1.299166666666674,1.299297177712649,0.023262139332202395,0.046170819563365814,0.945833333333345,0.9520431286588886,0.0,,59.995323542
PD,0.3191378170312545,0.1663174182863326,0.968559272159843,1.0332557735486942,17.257999911785937,8.466074567171473,55.89106929329718,60.05196229607601,6.018390562061007,1.6344207815439686,55.43857213653323,63.091383480138205,0.3923414421702771,0.2828187630733687,1.299166666666674,1.365620869403076,0.29204537043642104,0.14327103713816172,0.9457622673434972,1.016177756319913,0.0,,59.905793687
PID,0.047685216059059655,0.09785017271707387,0.9678951936681596,0.9739967361635689,1.4244808745258273,3.3141127370964742,56.72756638477344,57.13120756491651,0.13638340815147265,0.5744139152974452,56.208861204824615,56.919658528273544,0.2463631436458619,0.3269476274202842,1.299166666666674,1.3016066767512169,0.0237565277615028,0.055234581032617316,0.9454677777777765,0.9521965134414203,0.0,,59.944320945
